0.37	0.05	0.08	0.04	0.22	0.51	0.87	0.26	0.05	0.29	0.04
0.83	0.95	0.20	0.21	0.64	0.51	0.94	0.08	0.01	0.26	0.85
0.90	0.82	0.99	0.77	0.65	0.62	0.94	0.97	0.87	0.67	0.96
0.83	0.80	0.03	0.13	0.33	0.23	0.92	0.22	0.86	0.75	0.94
0.29	0.14	0.88	0.33	0.43	0.67	0.77	0.22	0.01	0.73	0.92
0.21	0.93	0.16	0.76	0.23	0.95	0.87	0.14	0.85	0.75	0.08
0.04	NA	0.80	0.75	0.32	0.24	0.12	0.14	0.04	0.75	0.11
0.27	NA	0.00	0.75	0.38	0.50	0.33	0.25	0.86	0.43	0.16
0.83	NA	0.18	0.10	0.42	0.70	0.35	0.14	0.20	0.23	0.96
0.24	NA	0.97	0.16	0.65	0.82	0.93	0.16	0.78	0.69	0.97
0.32	NA	0.25	0.82	0.01	0.41	0.11	0.93	0.78	0.73	0.01
0.25	NA	0.05	0.97	0.01	0.33	0.13	0.78	0.99	0.38	0.08
0.85	NA	0.27	0.11	0.54	0.33	0.08	0.24	0.95	0.73	0.80
0.69	NA	0.86	0.29	0.34	0.28	0.80	0.05	0.84	0.75	0.07
0.23	NA	0.84	0.29	0.63	0.71	0.22	0.91	0.93	0.25	0.12
0.27	NA	0.04	0.83	0.73	0.71	0.94	0.84	0.99	0.75	0.21
0.79	NA	0.15	0.36	0.36	0.54	0.23	0.21	0.98	0.36	0.96
0.34	NA	0.97	0.32	0.38	0.56	0.20	0.85	0.89	0.35	0.85
0.79	NA	0.11	0.75	0.30	0.56	0.95	0.13	0.97	0.70	0.01
NA	NA	0.96	0.23	0.38	0.56	0.18	0.32	0.05	0.34	0.97
NA	NA	0.96	0.68	0.44	0.42	0.11	0.23	0.12	0.41	0.21
NA	NA	0.02	0.28	0.24	0.42	0.23	0.41	0.05	0.61	0.11
NA	NA	0.01	0.18	0.46	0.43	0.07	0.29	0.92	0.48	0.85
NA	NA	0.91	0.95	0.49	0.66	0.15	0.11	0.96	0.74	0.94
NA	NA	0.18	0.16	0.38	0.66	0.16	0.39	0.96	0.39	0.87
NA	NA	0.25	0.11	0.26	0.72	0.89	0.96	0.18	0.68	0.17
NA	NA	0.25	0.27	0.55	0.37	0.29	0.72	0.94	0.29	0.96
NA	NA	0.26	0.28	0.56	0.42	0.93	0.80	0.81	0.40	0.05
NA	NA	0.01	0.23	0.36	0.53	0.99	0.93	0.77	0.39	0.13
NA	NA	0.95	0.28	0.38	0.36	1.00	0.16	0.87	0.28	0.35
NA	NA	0.20	0.25	0.86	0.36	0.89	0.89	0.13	0.35	0.86
NA	NA	1.00	0.97	0.34	0.30	0.21	0.81	NA	0.42	0.07
NA	NA	0.99	NA	0.36	0.33	0.53	0.16	NA	0.44	0.08
NA	NA	0.07	NA	0.66	0.34	0.11	0.05	NA	0.36	0.29
NA	NA	0.86	NA	0.70	0.38	0.12	0.76	NA	0.63	0.95
NA	NA	0.19	NA	0.27	0.42	0.22	0.97	NA	0.43	0.92
NA	NA	0.44	NA	0.51	0.31	0.17	0.09	NA	0.37	0.85
NA	NA	0.33	NA	0.70	0.31	0.20	0.15	NA	0.22	0.99
NA	NA	0.15	NA	0.42	0.64	0.81	NA	NA	0.74	0.13
NA	NA	0.93	NA	0.73	0.28	0.14	NA	NA	0.51	0.02
NA	NA	0.10	NA	0.75	0.45	0.12	NA	NA	0.26	0.01
NA	NA	0.93	NA	0.75	0.77	0.12	NA	NA	0.35	0.14
NA	NA	0.13	NA	0.76	0.29	0.91	NA	NA	0.28	0.95
NA	NA	0.92	NA	0.49	0.75	0.92	NA	NA	0.27	0.89
NA	NA	0.07	NA	0.68	0.16	0.08	NA	NA	0.23	0.04
NA	NA	0.78	NA	0.62	0.68	0.09	NA	NA	0.22	0.29
NA	NA	0.24	NA	0.69	0.74	0.95	NA	NA	0.26	0.08
NA	NA	0.97	NA	0.40	0.75	0.97	NA	NA	0.58	0.99
NA	NA	0.92	NA	0.36	0.26	0.93	NA	NA	0.28	0.09
NA	NA	0.11	NA	0.40	0.37	0.18	NA	NA	0.27	0.89
NA	NA	0.20	NA	0.60	0.45	0.01	NA	NA	0.24	0.93
NA	NA	0.30	NA	0.36	0.06	0.08	NA	NA	0.26	0.11
NA	NA	0.14	NA	0.34	0.24	0.88	NA	NA	0.46	0.89
NA	NA	0.75	NA	0.39	0.41	0.19	NA	NA	0.30	0.00
NA	NA	0.90	NA	0.29	0.69	0.89	NA	NA	0.40	0.84
NA	NA	0.82	NA	0.29	0.41	0.89	NA	NA	0.72	0.13
NA	NA	NA	NA	0.29	0.38	0.80	NA	NA	0.43	0.10
NA	NA	NA	NA	0.48	0.69	0.85	NA	NA	0.37	0.43
NA	NA	NA	NA	0.56	0.40	0.05	NA	NA	0.75	0.99
NA	NA	NA	NA	0.30	0.41	0.10	NA	NA	0.56	0.84
NA	NA	NA	NA	0.57	0.52	0.49	NA	NA	0.72	0.20
NA	NA	NA	NA	0.62	0.72	0.42	NA	NA	0.22	0.96
NA	NA	NA	NA	0.70	0.50	0.99	NA	NA	0.53	0.03
NA	NA	NA	NA	0.41	0.63	0.85	NA	NA	0.30	0.15
NA	NA	NA	NA	0.32	0.74	0.92	NA	NA	0.56	0.11
NA	NA	NA	NA	0.19	0.55	0.97	NA	NA	0.69	0.31
NA	NA	NA	NA	0.37	0.66	0.06	NA	NA	0.70	0.12
NA	NA	NA	NA	0.28	0.56	0.86	NA	NA	0.75	0.17
NA	NA	NA	NA	0.29	0.79	0.91	NA	NA	0.69	0.78
NA	NA	NA	NA	0.24	0.28	0.03	NA	NA	0.37	0.90
NA	NA	NA	NA	0.73	0.10	0.93	NA	NA	0.78	0.00
NA	NA	NA	NA	0.31	0.78	0.99	NA	NA	0.79	0.30
NA	NA	NA	NA	0.41	0.54	0.19	NA	NA	0.79	0.88
NA	NA	NA	NA	0.26	0.65	0.19	NA	NA	0.25	0.02
NA	NA	NA	NA	0.34	0.34	0.19	NA	NA	0.43	0.05
NA	NA	NA	NA	0.30	0.35	0.23	NA	NA	0.36	0.11
NA	NA	NA	NA	0.51	0.35	0.11	NA	NA	0.62	0.89
NA	NA	NA	NA	0.52	0.19	0.10	NA	NA	0.46	0.18
NA	NA	NA	NA	0.29	0.70	0.92	NA	NA	0.35	0.97
NA	NA	NA	NA	0.61	0.71	0.96	NA	NA	0.53	0.79
NA	NA	NA	NA	0.37	0.71	0.88	NA	NA	0.28	0.88
NA	NA	NA	NA	0.37	0.72	0.07	NA	NA	0.30	0.83
NA	NA	NA	NA	0.39	0.22	0.18	NA	NA	0.37	0.83
NA	NA	NA	NA	0.39	0.34	0.48	NA	NA	0.67	0.78
NA	NA	NA	NA	0.34	0.66	0.04	NA	NA	0.23	0.87
NA	NA	NA	NA	0.30	0.59	0.87	NA	NA	0.26	0.86
NA	NA	NA	NA	0.64	0.41	0.92	NA	NA	0.31	0.99
NA	NA	NA	NA	0.83	0.28	0.04	NA	NA	0.41	0.13
NA	NA	NA	NA	0.57	0.28	0.16	NA	NA	0.41	0.00
NA	NA	NA	NA	0.44	0.28	0.80	NA	NA	0.62	0.03
NA	NA	NA	NA	0.44	0.41	0.86	NA	NA	0.24	0.98
NA	NA	NA	NA	0.29	0.42	0.81	NA	NA	0.67	0.09
NA	NA	NA	NA	0.30	0.42	0.87	NA	NA	0.23	0.82
NA	NA	NA	NA	0.29	0.53	0.85	NA	NA	0.24	0.10
NA	NA	NA	NA	0.52	0.45	0.90	NA	NA	0.51	0.11
NA	NA	NA	NA	0.05	0.51	0.90	NA	NA	0.46	0.19
NA	NA	NA	NA	0.05	0.61	1.00	NA	NA	0.34	0.05
NA	NA	NA	NA	0.06	0.53	0.05	NA	NA	0.40	0.16
NA	NA	NA	NA	0.40	0.73	0.90	NA	NA	0.25	0.17
NA	NA	NA	NA	0.76	0.51	0.03	NA	NA	0.73	NA
NA	NA	NA	NA	0.77	0.33	0.85	NA	NA	0.75	NA
NA	NA	NA	NA	0.77	0.30	0.11	NA	NA	0.25	NA
NA	NA	NA	NA	0.30	0.38	0.02	NA	NA	0.23	NA
NA	NA	NA	NA	0.30	0.34	0.82	NA	NA	0.42	NA
NA	NA	NA	NA	0.45	0.36	0.10	NA	NA	0.24	NA
NA	NA	NA	NA	0.38	0.46	0.14	NA	NA	0.37	NA
NA	NA	NA	NA	0.39	0.31	0.36	NA	NA	0.42	NA
NA	NA	NA	NA	0.27	0.31	0.86	NA	NA	0.75	NA
NA	NA	NA	NA	0.27	0.60	0.85	NA	NA	0.74	NA
NA	NA	NA	NA	0.37	0.31	0.90	NA	NA	0.67	NA
NA	NA	NA	NA	0.37	0.67	0.90	NA	NA	0.49	NA
NA	NA	NA	NA	0.37	0.48	0.78	NA	NA	0.73	NA
NA	NA	NA	NA	0.59	0.73	0.85	NA	NA	0.73	NA
NA	NA	NA	NA	0.31	0.52	0.49	NA	NA	0.32	NA
NA	NA	NA	NA	0.31	0.50	0.07	NA	NA	0.64	NA
NA	NA	NA	NA	0.57	0.78	0.17	NA	NA	0.37	NA
NA	NA	NA	NA	0.50	0.45	0.83	NA	NA	0.23	NA
NA	NA	NA	NA	0.69	0.42	0.14	NA	NA	0.31	NA
NA	NA	NA	NA	0.57	0.78	0.19	NA	NA	0.65	NA
NA	NA	NA	NA	0.28	0.28	NA	NA	NA	0.32	NA
NA	NA	NA	NA	0.50	0.30	NA	NA	NA	0.56	NA
NA	NA	NA	NA	0.40	0.42	NA	NA	NA	0.60	NA
NA	NA	NA	NA	0.68	0.74	NA	NA	NA	0.30	NA
NA	NA	NA	NA	0.65	0.31	NA	NA	NA	0.62	NA
NA	NA	NA	NA	0.53	0.31	NA	NA	NA	0.41	NA
NA	NA	NA	NA	0.53	0.34	NA	NA	NA	0.45	NA
NA	NA	NA	NA	0.53	0.48	NA	NA	NA	0.25	NA
NA	NA	NA	NA	0.54	0.22	NA	NA	NA	0.45	NA
NA	NA	NA	NA	0.29	0.22	NA	NA	NA	0.25	NA
NA	NA	NA	NA	0.37	0.23	NA	NA	NA	0.59	NA
NA	NA	NA	NA	0.37	0.34	NA	NA	NA	0.29	NA
NA	NA	NA	NA	0.37	0.37	NA	NA	NA	0.68	NA
NA	NA	NA	NA	0.37	0.32	NA	NA	NA	0.64	NA
NA	NA	NA	NA	0.37	0.34	NA	NA	NA	0.37	NA
NA	NA	NA	NA	0.42	0.45	NA	NA	NA	0.75	NA
NA	NA	NA	NA	0.25	0.43	NA	NA	NA	0.63	NA
NA	NA	NA	NA	0.28	0.38	NA	NA	NA	0.26	NA
NA	NA	NA	NA	0.28	0.43	NA	NA	NA	0.26	NA
NA	NA	NA	NA	0.28	0.67	NA	NA	NA	0.75	NA
NA	NA	NA	NA	0.37	0.68	NA	NA	NA	0.23	NA
NA	NA	NA	NA	0.65	0.30	NA	NA	NA	0.75	NA
NA	NA	NA	NA	0.65	0.35	NA	NA	NA	0.36	NA
NA	NA	NA	NA	0.65	0.71	NA	NA	NA	0.76	NA
NA	NA	NA	NA	0.65	0.47	NA	NA	NA	0.22	NA
NA	NA	NA	NA	0.34	0.48	NA	NA	NA	0.67	NA
NA	NA	NA	NA	0.34	0.38	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.58	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.74	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.24	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.25	0.24	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.40	0.24	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.40	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.61	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.30	0.92	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.30	0.46	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.66	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.49	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.36	0.49	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.36	0.39	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.55	0.40	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.55	0.40	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.55	0.41	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.27	0.71	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.27	0.71	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.28	0.71	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.72	0.77	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.72	0.66	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.73	0.66	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.36	0.66	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.36	0.67	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.37	0.13	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.37	0.13	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.57	0.20	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.57	0.32	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.37	0.32	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.56	0.32	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.61	0.32	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.64	0.39	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.36	0.39	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.36	0.39	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.63	0.40	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.73	0.40	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.64	0.53	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.27	0.53	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.06	0.54	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.54	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.46	0.55	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.46	0.55	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.58	0.49	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.32	0.49	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.32	0.62	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.33	0.52	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.45	0.30	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.46	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.46	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.47	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.25	0.40	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.30	0.40	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.30	0.59	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.59	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.35	0.60	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.59	0.57	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.60	0.33	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.69	0.33	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.44	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.44	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.62	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.62	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.30	0.63	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.30	0.43	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.30	0.43	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.30	0.60	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.23	0.61	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.23	0.25	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.23	0.46	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.23	0.67	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.24	0.27	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.24	0.67	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.24	0.67	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.24	0.43	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.24	0.40	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.24	0.51	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.24	0.67	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.24	0.34	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.25	0.35	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.25	0.45	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.51	0.32	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.51	0.59	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.37	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.67	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.02	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.29	0.49	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA
